id,hist-today,img_url,img_credits
kugelraum-mit-strahlenkern_1958,hist,https://www.publics-arts.ch/files/large/526fb7cdfe6c95262c3ecf9dbfc3a2c2347612f4.jpg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF "
kugelraum-mit-strahlenkern_1958,today,https://www.publics-arts.ch/files/large/19267b9b23fdbdcf2e9be4495dd43e83d7d4f46f.jpg,"Yvonne Schweizer, 2023"
kugelraum-mit-strahlenkern_1958,today,https://www.publics-arts.ch/files/large/fd9e11f3940c61e26d5036c8d075593bd8b0389a.jpg,"Yvonne Schweizer, 2023"
dreibeiniger-mondaffe_1979,today,https://www.publics-arts.ch/files/large/c1763dbc1fa482d9f14360545330366467eca25e.jpg,"Lea Lüscher & Stella Paloma Hammes, 2023"
dreibeiniger-mondaffe_1979,hist,https://www.publics-arts.ch/files/large/4b3ff94981d1f08b88ba558eaf4d6a6d45ad48ef.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
dreibeiniger-mondaffe_1979,hist,https://www.publics-arts.ch/files/large/55a448c3672d9d07eaa1c61c3851e2f7241231f4.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
suedtor-paradise-lost_1979,today,https://www.publics-arts.ch/files/large/9076ed202f32f84c4e039ecf7eab302f8cbe6e84.jpg,"Yvonne Schweizer, 2023"
suedtor-paradise-lost_1979,hist,https://www.publics-arts.ch/files/large/e0e78a8888600034319b098e28cfd976d810e561.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
suedtor-paradise-lost_1979,today,https://www.publics-arts.ch/files/large/a7ba7443273dd2a202ec32cf7d29c6629fffab94.jpg,"Yvonne Schweizer, 2023"
suedtor-paradise-lost_1979,hist,https://www.publics-arts.ch/files/large/c2df02929256052c07f4b89e91b3436494be80ba.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
suedtor-paradise-lost_1979,today,https://www.publics-arts.ch/files/large/e2aff98f08ebe914faf9ce498b82e66cc10d70c9.jpg,"Yvonne Schweizer, 2023"
suedtor-paradise-lost_1979,hist,https://www.publics-arts.ch/files/large/37952d9b7d5f7c8a28f75fb8f20b9b349f4c57d9.jpg,"Jeanne Chevalier, 1980"
figur-vii_1986,today,https://www.publics-arts.ch/files/large/0623d0b1772df8fbc5fb91bb2f88897c5004589a.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen"
figur-vii_1986,hist,https://www.publics-arts.ch/files/large/cf2b84b57bcf7a52385776a7273e2db174c8f894.jpg,"Jeanne Chevalier, 1986"
figur-vii_1986,today,https://www.publics-arts.ch/files/large/42800f0055063e4e267ea6618ced107d6783b5e3.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen"
figur-vii_1986,today,https://www.publics-arts.ch/files/large/8275d23182c97ab73457f760a10bfe8070b552ec.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen"
zwei-einsiedeleien_1986,today,https://www.publics-arts.ch/files/large/333ba2178061ad57acd9f8386845011e5d8f527e.jpgf,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023"
zwei-einsiedeleien_1986,hist,https://www.publics-arts.ch/files/large/d16c11538e945e217ba2822ca3db53ded241ffe9.jpg,"Jeanne Chevalier, 1986"
zwei-einsiedeleien_1986,today,https://www.publics-arts.ch/files/large/2948e908ba602d361c87bc0d1e73bee008686605.jpg,"Kurt Sigrist, 2011 (via Wikimedia Commons, CC BY-SA 3.0)"
zwei-einsiedeleien_1986,today,https://www.publics-arts.ch/files/large/2ef883beddc487a4aaf381a2a852a4cc5612ca33.jpg,"Kurt Sigrist, 2011 (via Wikimedia Commons, CC BY-SA 3.0)"
saeulen_1986,today,https://www.publics-arts.ch/files/large/d2f795778967f691c436dfeb6dfd656b33242b59.jpg,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023"
saeulen_1986,hist,https://www.publics-arts.ch/files/large/1ab35d327b0cd84f9ae370e659d2be077598e815.jpg,"Archives / Archiv Märki-Travaglini, 1986"
saeulen_1986,today,https://www.publics-arts.ch/files/large/b99cf3db5d74dd0a806a8c56d3432d313cecf30f.jpg,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023"
saeulen_1986,today,https://www.publics-arts.ch/files/large/449e3f1605302b4b5b9ba9462561fef9c049fd88.jpg,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023"
baalbek_1977,today,https://www.publics-arts.ch/files/large/c2a57b16d12b4a54d71befa5f87f20bb318a7bb8.jpg,"Gerardus, 2008 (via Wikimedia Commons, Public Domain)"
baalbek_1977,hist,https://www.publics-arts.ch/files/large/1a3d60e4d72be227a78c094d6fe44d0ae3d63a78.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
cerf-volant_1957,today,https://www.publics-arts.ch/files/large/022f19673837fad9d3575d4e9b08120f7e6a440c.jpg,"EinDao, 2024 (via Wikimedia Commons, CC BY-SA 4.0)"
cerf-volant_1957,hist,https://www.publics-arts.ch/files/large/48665712c967490802591a1ffef9c6e38e4db3d5.jpg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF "
toro_1953,today,https://www.publics-arts.ch/files/large/c12536bb89342efcb9b5e4935979825a26436ce3.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)"
toro_1953,hist,https://www.publics-arts.ch/files/large/aecece448a8264aed1e47c81cb9d35ccf0e30043.jpg,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_704-2-1, 1954"
toro_1953,today,https://www.publics-arts.ch/files/large/486a655be13311f3fe3267b6c34c01dbb44a47ff.jpg,"Gingko, 2011 (via Wikimedia Commons, CC BY 3.0)"
toro_1953,today,https://www.publics-arts.ch/files/large/9d052184192000e8c55469e44c843cb73d715cae.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)"
toro_1953,today,https://www.publics-arts.ch/files/large/d76230b9c5e16e644116b05a27b01e23efd2e55c.jpg,"Marco Del Torchio 95, 2024 (via Wikimedia Commons, CC0 1.0 Universal)"
toro_1953,hist,https://www.publics-arts.ch/files/large/aecece448a8264aed1e47c81cb9d35ccf0e30043.jpg,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_704-2-1, 1954"
guepard-ii_1954,today,https://www.publics-arts.ch/files/large/37e2bd83e320d8b6b268b34cfc37a8278342b916.jpg,"Rama, 2023 (via Wikimedia Commons, CC BY-SA 3.0 FR)"
guepard-ii_1954,hist,https://www.publics-arts.ch/files/large/33c94274f26410e0819f3acbe59f0717c77498d0.jpg,"© Foto Schmid, 1954"
e-1_1963,today,https://www.publics-arts.ch/files/large/c2ec93c5e2c3121df40968eee8ad3d33de2fb41c.jpg,"Christopher Kilchenmann, 2023"
e-1_1963,hist,https://www.publics-arts.ch/files/large/5664da979a432a868c18a2288deb06473d8d91a1.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
e-1_1963,today,https://www.publics-arts.ch/files/large/b7e8b36060acbe16bad4d202d599455e7e8e14c0.jpg,"Christopher Kilchenmann, 2023"
e-1_1963,today,https://www.publics-arts.ch/files/large/3a7b016060198edbff745fc2e75f55a49ea0fb27.jpg,"Christopher Kilchenmann, 2023"
figur-1446_1968,today,https://www.publics-arts.ch/files/large/381c5a40ad991f58724c5c1e07b88b80055dbc69.jpg,"Christopher Kilchenmann, 2023"
figur-1446_1968,hist,https://www.publics-arts.ch/files/large/c7df7acb7f69efef8bd6c3c4e3cd2eb371d336f8.jpg,"Source / Quelle: Journal du Jura, 8. Juli 1970, p. / S. 2"
jeu-deau_1969,today,https://www.publics-arts.ch/files/large/1a4da261a66b81f7cb4ec534be76257091590782.jpg,"Christopher Kilchenmann, 2023"
jeu-deau_1969,hist,https://www.publics-arts.ch/files/large/4341ec170d648538d883105f20fcce033817cfa2.jpg,"Quelle / Source: L'Express, 22. Juni 1970, p. / S. 11"
jeu-deau_1969,today,https://www.publics-arts.ch/files/large/e842dc53e2cb00c5d1621b2a07b80a5ce5b30bdd.jpg,"Christopher Kilchenmann, 2023"
jeu-deau_1969,today,https://www.publics-arts.ch/files/large/39216c44b8d8b8e449cc59bfdf15360dd79e9289.jpg,"Christopher Kilchenmann, 2023"
jeu-deau_1969,today,https://www.publics-arts.ch/files/large/17bb297848fae6d54f19d9447dc778d285cf1f3c.jpg,"Andreas Mathys, 2023"
ballspieler_1954,today,https://www.publics-arts.ch/files/large/b6799cc73a4bd27f4804fa2ae3217af582710a14.jpg,"EinDao, 2020 (via Wikimedia Commons, CC BY-SA 4.0)"
ballspieler_1954,hist,https://www.publics-arts.ch/files/large/3fe7d37ee4c860bad5df65efa69ac18ecdc8bd84.jpg,"Inconnu / Unbekannt, 1954"
demeter-erinys_1954,today,https://www.publics-arts.ch/files/large/aba165e9b491d351b15f2042c8c4af74a4f07479.jpg,"EinDao, 2018 (via Wikimedia Commons, CC BY-SA 4.0)"
demeter-erinys_1954,hist,https://www.publics-arts.ch/files/large/ec1a968c0d4706dba097893c72ce27c2359bb1d8.jpg,"Inconnu / Unbekannt, 1954"
demeter-erinys_1954,today,https://www.publics-arts.ch/files/large/1a9fce5d2d5fb6e5b86e259fa228446b47813599.jpg,"EinDao, 2019 (via Wikimedia Commons, CC BY-SA 4.0)"
seiltaenzerin_1954,today,https://www.publics-arts.ch/files/large/28f4ac4eb2efb2547820eef329079dd0626dad26.jpg,"Rolf Wirz, 2019"
seiltaenzerin_1954,hist,https://www.publics-arts.ch/files/large/fba5679be9632e30b641ce2f195bc3101e8e06d6.jpg,"Inconnu / Unbekannt, 1954"
seiltaenzerin_1954,today,https://www.publics-arts.ch/files/large/a9a697d26b485ba09e99e508840d3310e5e8ec64.jpg,"Rolf Wirz, 2019"
seiltaenzerin_1954,today,https://www.publics-arts.ch/files/large/5728b00648fb1b1fdc8db0cbe58b1621f13f95b5.jpg,"Rolf Wirz, 2019"
erwachen_1954,today,https://www.publics-arts.ch/files/large/4b03984278ae1d2067b037c86caf0426a9af07de.jpg,"Rolf Wirz, 2011"
erwachen_1954,hist,https://www.publics-arts.ch/files/large/fba5679be9632e30b641ce2f195bc3101e8e06d6.jpg,"Inconnu / Unbekannt, 1954"
erwachen_1954,today,https://www.publics-arts.ch/files/large/39a5fd49cb05589bd5a908e4f825fdac431f0034.jpg,"Rolf Wirz, 2011"
erwachen_1954,hist,https://www.publics-arts.ch/files/large/f55cecf85aa3fe68f17f948c89f31aee3c56d2c1.jpg,"Comet Photo AG, 1954, Com_M03-0221-0005, Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv / Public Domain Mark"
erwachen_1954,today,https://www.publics-arts.ch/files/large/063a3c5567214b0890fb7abfb9e1786f4fec894e.jpg,"EinDao, 2019 (via Wikimedia Commons,CC-BY SA 4.0)"
die-baumfee-und-ihre-taenzerin_1978,today,https://www.publics-arts.ch/files/large/70e32c29db2bbc08efe336ec2cb49513ca06619e.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)"
die-baumfee-und-ihre-taenzerin_1978,hist,https://www.publics-arts.ch/files/large/9d8e1db2a33e8a53ef31fe854c709537aff272bf.jpg,"Jeanne Chevalier, 1980"
die-baumfee-und-ihre-taenzerin_1978,today,https://www.publics-arts.ch/files/large/033e22887eb46156eb12af7ad55702b94c0c0103.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)"
piano-rhythmique_1954,today,https://www.publics-arts.ch/files/large/0595c686e35b15662b1bcb9195d3093d112f29ef.jpg,"AnBuKu, 2019 (via Wikimedia Commons, Attribution)"
piano-rhythmique_1954,hist,https://www.publics-arts.ch/files/large/0402554375d57397a484c70a15cec22265ed1c20.jpg,"Christian Staub, 1954 ©  Fotostiftung Schweiz"
piano-rhythmique_1954,today,https://www.publics-arts.ch/files/large/adeec3225b359fdbdb2a3304ab3a1294b617f686.jpg,"AnBuKu, 2019 (via Wikimedia Commons, Attribution)"
redner_1954,today,https://www.publics-arts.ch/files/large/b63ea58ecefaa3b6c3bd9d3f6c9624f0ce37e680.jpg,"Ville de Bienne, Service de la Culture / Stadt Biel, Dienststelle für Kultur"
redner_1954,hist,https://www.publics-arts.ch/files/large/2880161270d8ebbc79ba02b6f40ae9fb219e22f2.jpg,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_701-1-1, 1954"
stier_1947,today,https://www.publics-arts.ch/files/large/4b2b03f4c0846b71e49e7dbf5a66660f7444ac7b.jpg,"Aliman5040, 2009 (via Wikimedia Commons, Attribution)"
stier_1947,hist,https://www.publics-arts.ch/files/large/8815470702a97ba7ce509bf1cbce533403d7fd5d.jpg,"Christian Staub, 1954 © Fotostiftung Schweiz; Source / Quelle: Marcel Joray, Schweizer Plastik der Gegenwart, Neuchâtel: Éditions du Griffon 1955, Cat. / Kat. 98"
drei-rahmen_1970,today,https://www.publics-arts.ch/files/large/46ce9d3cfbf4d58714014d668e538878f0a5a5e7.jpg,"Yvonne Schweizer, 2023"
drei-rahmen_1970,hist,https://www.publics-arts.ch/files/large/972e3571b0ce3e250d1407c3c1ce15fcf6e03182.jpg,"Archives / Archiv Märki-Travaglini, 1970"
drei-rahmen_1970,today,https://www.publics-arts.ch/files/large/47c249d99bdae6ab72628a7b967bbe3bcf79cd40.jpg,"Yvonne Schweizer, 2023"
drei-rahmen_1970,today,https://www.publics-arts.ch/files/large/86a3d17cd1894602d9ff0cefc0586517b51e5b6a.jpg,"Yvonne Schweizer, 2023"
grosse-mondleiter_1979,today,https://www.publics-arts.ch/files/large/cba1ac2ba3391da7f5f9fde3b3e5a91372799d48.jpg,"Nicolas Gränacher, 2024"
grosse-mondleiter_1979,hist,https://www.publics-arts.ch/files/large/6744d9fa5457a4fca0eb399444024b2db9ef0943.jpg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
grosse-mondleiter_1979,today,https://www.publics-arts.ch/files/large/aa2ba8ab37cf5de93410b3dadbfc44e3e6539804.jpg,"Nicolas Gränacher, 2024"
grosse-mondleiter_1979,hist,https://www.publics-arts.ch/files/large/298f2cbb68c44871f9edef08b8987288e60707e3.jpg,"Jeanne Chevalier, 1980"
organismus_1952,today,https://www.publics-arts.ch/files/large/bf354e9092f39180388319f823ae7a0b0723b4db.jpg,Matthias Bill / © Bundesamt für Kultur BAK
organismus_1952,hist,https://www.publics-arts.ch/files/large/023d54edb4ba7ade8d9320593d6639d24d9cc327.jpg,"Comet Photo AG, 1954, Com_M03-0221-0004, Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv / Public Domain Mark"
matrose_1978,today,https://www.publics-arts.ch/files/large/f090e2049747ec2e8bfa7ed92b1acfe41e457b96.jpg,"Yvonne Schweizer, 2024"
matrose_1978,hist,https://www.publics-arts.ch/files/large/58ebf9299eaff9c549f8d8717706e533a72a2868.jpg,"Jeanne Chevalier, 1980"
matrose_1978,today,https://www.publics-arts.ch/files/large/30812f3f1e2419b026aa8d4c13a1d7f4973208b9.jpg,"Yvonne Schweizer, 2024"
atlas_1970,today,https://www.publics-arts.ch/files/large/cbf9183f57fcdacf83dc5e92e4b31a5216cdaea4.jpg,"Yvonne Schweizer, 2024"
atlas_1970,hist,https://www.publics-arts.ch/files/large/e6eec06cdcae3c7f305547bbce50e5382d4b4629.jpg,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv"
atlas_1970,today,https://www.publics-arts.ch/files/large/7d6516c753d158550f66cb6fda69f3d18c916436.jpg,"Yvonne Schweizer, 2024"
atlas_1970,hist,https://www.publics-arts.ch/files/large/cc92c91453a9aec5548abcb0d2247afcd9e990e3.jpg,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv"
atlas_1970,today,https://www.publics-arts.ch/files/large/b5c4042c0ef3b094682a367e733fd16b48c1ce75.jpg,"Yvonne Schweizer, 2024"
atlas_1970,hist,https://www.publics-arts.ch/files/large/f1234bbd0f2d0d09ad44d3f60687571d1ea9b19c.jpg,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv"
grosser-boss_1972,today,https://www.publics-arts.ch/files/large/75225e7f336db9061deba2350ca7329c5749d9d6.jpg,"Yvonne Schweizer, 2024"
grosser-boss_1972,hist,https://www.publics-arts.ch/files/large/ad9144a689d3333385a4e59d469c6d5d7168575b.jpg,"Jeanne Chevalier, 1975 © Fondation Bernhard Luginbühl / Bernhard Luginbühl Stiftung"
grosser-boss_1972,today,https://www.publics-arts.ch/files/large/02a16bd379bf2ec7e6fe85d737892d4bd9270f42.jpg,"Yvonne Schweizer, 2024"
grosser-boss_1972,today,https://www.publics-arts.ch/files/large/3349e85d1c7b2223375a621520229c23019af40e.jpg,"Yvonne Schweizer, 2024"
komposition_1968,today,https://www.publics-arts.ch/files/large/006075a714bb611ee1f849051a37e2364b435a09.jpg,"JoachimKohlerBremen, 2016 (via Wikimedia Commons, CC BY-SA 4.0)"
komposition_1968,hist,https://www.publics-arts.ch/files/large/92662634b406f815187a9d8131703e4f946bc219.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
komposition_1968,hist,https://www.publics-arts.ch/files/large/bcd83e8c100138631ed8d45342ed6eeb2f2812be.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
mobile-ii_1970,today,https://www.publics-arts.ch/files/large/d62f908aa5a72306d567a6ff41a51ae7e5ec2611.jpg,"Seraina Peer, 2024"
mobile-ii_1970,hist,https://www.publics-arts.ch/files/large/3733a9bad9935cf486cca5ec1f393cb3163c2167.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
mobile-ii_1970,today,https://www.publics-arts.ch/files/large/eb761021d50c256eb7fe4e1d93a7024d20d2f673.jpg,"Seraina Peer, 2024"
la-vague_1957,today,https://www.publics-arts.ch/files/large/d78242bd91f320f805a8d750be56e49e495b0356.jpg,"Christopher Kilchenmann, 2023"
la-vague_1957,hist,https://www.publics-arts.ch/files/large/9cf566cc4892f377411beac0b989244dd7b08d85.jpg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF "
la-vague_1957,today,https://www.publics-arts.ch/files/large/6ea750a6558fb8216c030494e135d57d2f077b52.jpg,
la-vague_1957,today,https://www.publics-arts.ch/files/large/092f08d05b2ef517ab7a25063b0b17429cde2f3e.jpg,
figure-xiia_1975,today,https://www.publics-arts.ch/files/large/0b597d0e1f2ceda87bd8abf4e4712dc90866398d.jpg,"Rama, 2022/23 (via Wikimedia Commons, CC BY-SA 4.0, MHM55)"
figure-xiia_1975,hist,https://www.publics-arts.ch/files/large/fb3103abfe834acc21daf68fd93649164762c8a7.jpg,"Source / Quelle: Jean Mohr, Gazzette de Lausanne, 20.7.1975"
figure-xiia_1975,today,https://www.publics-arts.ch/files/large/e576ac21a1fc046d31d7afd0ebf2753e4b0f1259.jpg,"Rama, 2022/23 (via Wikimedia Commons, CC BY-SA 4.0, MHM55)"
figure-xiia_1975,hist,https://www.publics-arts.ch/files/large/8c4b967b747c985b5d93766a59dd55fad369b2c1.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
dialogue_1970,today,https://www.publics-arts.ch/files/large/6ee2af8ceba36d5a5beeb13931b6dac515fc6ede.jpg,"Seraina Peer, 2024"
dialogue_1970,hist,https://www.publics-arts.ch/files/large/383dfd6063b71f0d724edbab013d0c61008caf7a.jpg,"Archives / Archiv Märki-Travaglini, 1970"
dialogue_1970,today,https://www.publics-arts.ch/files/large/0ed41001445cad0fe7db52eaf08f466e458b5e99.jpg,"Seraina Peer, 2024"
dialogue_1970,hist,https://www.publics-arts.ch/files/large/ea0f1abda80ab9ff1f8cef8a9b50b03d45baf00c.jpg,"Archives / Archiv Märki-Travaglini, 1970"
dialogue_1970,today,https://www.publics-arts.ch/files/large/5c26c705eea5ad38fdab0898c050ee6c942fe5d9.jpg,"Seraina Peer, 2024"
dialogue_1970,today,https://www.publics-arts.ch/files/large/abcd4d9125864fd98875d95dac44748731e5ce0c.jpg,"Seraina Peer, 2024"
grosse-aggression_1961,today,https://www.publics-arts.ch/files/large/51922eb5f72cd3ba2792ff8f175c700abe365045.jpg,"Ville de Bienne, Service de la Culture / Stadt Biel, Dienststelle für Kultur"
grosse-aggression_1961,hist,https://www.publics-arts.ch/files/large/4b4fa61adb98afff896bb351e05f1a19124ed52c.jpg,"Fonds Jacques Thévoz, 1962, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF "
zweiteilige-skulptur_1965,today,https://www.publics-arts.ch/files/large/3d719f5dd232e5248d400a2d072575837069f357.jpg,"Andreas Bachmann, 2024"
zweiteilige-skulptur_1965,hist,https://www.publics-arts.ch/files/large/5ed0b0939bd4868bdca9ee873e9926869e1ae864.jpg,"Jürg Rihs, 1966"
zweiteilige-skulptur_1965,today,https://www.publics-arts.ch/files/large/083bb811dba9e0ca6988b746a316a39991b5ff65.jpg,"Andreas Bachmann, 2024"
zweiteilige-skulptur_1965,hist,https://www.publics-arts.ch/files/large/a05fe888d94613fdfcc9a23730f1eb0aa17beb47.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
zweiteilige-skulptur_1965,today,https://www.publics-arts.ch/files/large/766b0926576277d677023d568e69c7a5390f1b41.jpg,"Andreas Bachmann, 2024"
zweiteilige-skulptur_1965,hist,https://www.publics-arts.ch/files/large/de4fa8cfde1f25e8d8fe430f67fe9d4d0365c00b.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
zweiteilige-skulptur_1965,hist,https://www.publics-arts.ch/files/large/8778b561b9a5ea4aaecd52729b6806a265bb4954.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel"
e-7-g_1964,today,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
e-7-g_1964,hist,https://www.publics-arts.ch/files/large/a15fd768181bdc304b16368629ba5d7910fcd68e.jpg,"Archives / Archiv Märki-Travaglini, 1970"
e-7-g_1964,hist,https://www.publics-arts.ch/files/large/cd59e6684c8bc4fa688695604e8dcfe0b2cf5051.jpg,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv"
eisenplastik_1954,today,https://www.publics-arts.ch/files/large/eb7841cfee85b5e2f0d965f55f5d2c166e5a9d56.jpg,"Christopher Kilchenmann, 2023"
eisenplastik_1954,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
eisenplastik_1954,today,https://www.publics-arts.ch/files/large/cf17dab87e4301696322517912c17a12de5483aa.jpg,"Christopher Kilchenmann, 2023"
eisenplastik_1954,today,https://www.publics-arts.ch/files/large/0bb6c64e43e778a326543b95075e0dd703444e76.jpg,"Christopher Kilchenmann, 2023"
eisenplastik_1954,today,https://www.publics-arts.ch/files/large/f9fed565be1c99dd4edbd7f4794343b688c56653.jpg,"Christopher Kilchenmann, 2023"
eisenplastik_1954,today,https://www.publics-arts.ch/files/large/172290496b4292afe31c00a31a1088f1174443a3.jpg,"Christopher Kilchenmann, 2023"
moorgarten-aus-baumelementen_1975,today,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
moorgarten-aus-baumelementen_1975,hist,https://www.publics-arts.ch/files/large/32321039a97fb9f3a8945f34e8a554c8d7e42c0d.jpg,"Jeanne Chevalier, 1975"
schrein_1979,today,https://www.publics-arts.ch/files/large/9459320caac59dd126de62f00285b72a76cbf7dd.jpg,"AnBuKu, 2019 (via Wikimedia Commons, CC BY-SA 4.0)"
schrein_1979,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
schrein_1979,today,https://www.publics-arts.ch/files/large/71c93ef404942f312c4e01929d63056cec219f9d.jpg,
schrein_1979,today,https://www.publics-arts.ch/files/large/c16f24724b8910fbf1b56fa370f5ff3a9694bc28.jpg,
schrein_1979,today,https://www.publics-arts.ch/files/large/0ccd0184bf4fdf21de014ffc26d6bf1933b2772b.jpg,
element-en-3-pieces_1978,today,https://www.publics-arts.ch/files/large/028fa9667f6ca7186d6ea33501646c12980e5ada.jpg,"Veronika Malaschonok, 2023"
element-en-3-pieces_1978,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
sich-kaemmendes-maedchen_1955,today,https://www.publics-arts.ch/files/large/e447feaf3375840a0aee582f3afb39fa3409cdbe.jpg,"Christopher Kilchenmann, 2023"
sich-kaemmendes-maedchen_1955,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
sich-kaemmendes-maedchen_1955,today,https://www.publics-arts.ch/files/large/1beeffe3cf5750186bb237488d23769bf91b1bb1.jpg,"Christopher Kilchenmann, 2023"
sich-kaemmendes-maedchen_1955,today,https://www.publics-arts.ch/files/large/d54bc295ea1502ab9fe192d45468a8c49f0e45dc.jpg,"Christopher Kilchenmann, 2023"
sich-kaemmendes-maedchen_1955,today,https://www.publics-arts.ch/files/large/c725ed6c79e01f905889f5c8cee693c131f68018.jpg,"Christopher Kilchenmann, 2023"
ours_1958,today,https://www.publics-arts.ch/files/large/6e62e8fd01943885c9e313307d2558adc289d686.jpg,"Christopher Kilchenmann, 2023"
ours_1958,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
ours_1958,today,https://www.publics-arts.ch/files/large/32aba70773c029f0b2ea2a56f1ff3a5d706ac5a5.jpg,"Christopher Kilchenmann, 2023"
kyra-–-grosse-liegende_1961,today,https://www.publics-arts.ch/files/large/8f7fba5479bcffa2d11a6a6568d2537f71ffbbba.jpg,"Christopher Kilchenmann, 2023"
kyra-–-grosse-liegende_1961,hist,https://www.publics-arts.ch/files/large/39a6feb12f9dffc29bb25fad1cb9de8b699a2218.jpg,"inconnu / unbekannt, 1962, source / Quelle: Marcel Joray, Schweizer Plastik der Gegenwart, Neuchâtel: Éditions du Griffon 1967, Cat. / Kat. 507"
kyra-–-grosse-liegende_1961,today,https://www.publics-arts.ch/files/large/2636a0aa674948f52571a3084f8cbbb03f399095.jpg,"Christopher Kilchenmann, 2023"
kyra-–-grosse-liegende_1961,today,https://www.publics-arts.ch/files/large/10901af32cc4c05b006882726533ff5c6db01c4b.jpg,"Christopher Kilchenmann, 2023"
