artist,title,id,year,expo,hist-today,img_url,img_credits,place_today,lat_today,lon_today,place_hist,lat_hist,lon_hist
Walter Kretz,Betonstelen,betonstelen_1974,1974,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/4da4dfd81fce1259de24bc8ab76447f41cc1de7a.jpg,"WillYs Fotowerkstatt, 2011 (via Wikimedia Commons, CC BY 3.0)","Parc du château de Schadau / Park Schloss Schadau, Seestrasse 45, 3600 Thoun / Thun",46.746255,7.637805,"Promenade de la Suze / Schüsspromenade, 2502 Bienne / Biel",47.137475,7.241219
,,betonstelen_1974,1974,,hist,https://www.publics-arts.ch/files/original/cb9caf5dd41cbc907fdec6df45d6c92cf99de846.jpg,"Source / Quelle: Kunstnachrichten, 1975",,,,,47.137475,7.241219
,,betonstelen_1974,1974,,today,https://www.publics-arts.ch/files/original/f64b17e53e614befbe7deca2a15f792b79a71c14.jpg,"Tobikuehn, 2014 ( via Wikimedia Commons, CC BY-SA 3.0)",,,,,,
,,betonstelen_1974,1974,,hist,https://www.publics-arts.ch/files/original/b581b7713852e4999b4a3108d61f96b49180785c.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,betonstelen_1974,1974,,hist,https://www.publics-arts.ch/files/original/0c043b65e5742d482b85b3677fd6fd672ebfc1cc.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,betonstelen_1974,1974,,hist,https://www.publics-arts.ch/files/original/67d3cc5e7f806742d0bc537defe5b588318b04fd.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Olivier Mosset,Untitled (A Paul Cézanne),untitled-a-paul-cezanne_2000,2000,"ESS-SPA 10, 2000",today,https://www.publics-arts.ch/files/original/f72afd9cdbf43df4b807fdd54a7b4cf94e038e78.jpeg,"Christopher Kilchenmann, 2023","Faubourg du Lac (vis-à-vis Kunsthaus / Centre d'Art CentrePasquArt) / Seevorstadt, 2502 Bienne / Biel",47.138506875359,7.240622727,"Parc de jeux gazonné du Palais des Congrès / Spielwiese des Kongresshauses, 2502 Bienne / Biel",47.134556,7.247333
,,untitled-a-paul-cezanne_2000,2000,,hist,https://www.publics-arts.ch/files/original/ae7e16060fa8d73db72a5894946514eb39dd40cc.jpeg,"Claude Joray, 2000",,,,,47.134556,7.247333
,,untitled-a-paul-cezanne_2000,2000,,today,https://www.publics-arts.ch/files/original/a0c4bb186cd5b16a639aaa952139c6c499420549.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Walter Vögeli & Urs Suter,Trojanisches Pferd,trojanisches-pferd_1977,1977–80,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/061fff79f2a9edbe706c93f567a835853b46a23a.jpg,"Unschoen, 2022 (via Wikimedia Commons, CC BY-SA 4.0)","École Lutertal / Schulhaus Lutertal, Lutertalstrasse 52, 3065 Bolligen",46.977756,7.494772,"Promenade de la Suze / Schüsspromenade, 2502 Bienne / Biel",47.134222,7.239083
,,trojanisches-pferd_1977,1977–80,,hist,https://www.publics-arts.ch/files/original/8670cd1bf9a758fc282b17f67020aaca85a2c66f.jpg,"Jeanne Chevalier, 1980",,,,,47.134222,7.239083
,,trojanisches-pferd_1977,1977–80,,hist,https://www.publics-arts.ch/files/original/bf205702b1b92b784192e6dea12590244e8b9ea3.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Willy Weber,Wasserrohr,wasserrohr_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/1b95e623cb7e248ca1336839db0f776b1760aa62.jpeg,"Christopher Kilchenmann, 2023","École du Sahligut / Schulhaus Sahligut, chemin Mettlen / Mettlenweg 9, 2504 Bienne / Biel",47.14674,7.27622,"Devant le Palais des Congrès / Vor dem Kongresshaus, rue Centrale / Zentralstrasse 60, 2501 Bienne / Biel",47.134639,7.247972
,,wasserrohr_1970,1970,,hist,https://www.publics-arts.ch/files/original/8339f9eb3652761d0605ff7a872bfde0eaa64ecf.jpeg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.134639,7.247972
,,wasserrohr_1970,1970,,today,https://www.publics-arts.ch/files/original/50fe75872e12389609aabbea4aad306d58155c59.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,wasserrohr_1970,1970,,today,https://www.publics-arts.ch/files/original/b8574d1cab5a7dbbd651a3f538fc8e247d9ac291.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Herbert Distel,Findling,findling_1970,1970,"ESS-SPA 5, 1970",today,https://www.danielspoerri.org/giardino/wp-content/uploads/2019/04/artist-work_herbert-distel_76-1400x830.jpg,© Fondazione Daniel Spoerri,"Giardino di Daniel Spoerri, Strada Provinciale Pescina, 58038 Seggiano, Italie / Italien",42.922194,11.570833,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.132766,7.23543
,,findling_1970,1970,,hist,https://www.publics-arts.ch/files/original/43b82cf0ff0367932d310f64cc6f7325448fba6a.jpeg,"© Herbert Distel, 1970",,,,,47.132766,7.23543
Kurt Sigrist,Projekt Zeitraum,projekt-zeitraum_1979,1979–80,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/183ccf0975b9362fe6043bfbd90d0bde9f6b4ba6.jpg,"Yvonne Schweizer, 2023","Restorout / Autobahnraststätte Gotthard-Nord A2, Dimmerschachenstrasse, 6467 Schattdorf",46.846924,8.633589,,47.133694,7.232556
,,projekt-zeitraum_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/678ff7c4d9bca7920a2b82b58b50be45922f9d81.jpeg,"Jeanne Chevalier, 1980",,,,,47.133694,7.232556
,,projekt-zeitraum_1979,1979–80,,today,https://www.publics-arts.ch/files/original/2f5211d0681b47ffba424899d1c5acf55e361b1a.jpg,"Yvonne Schweizer, 2023",,,,,,
,,projekt-zeitraum_1979,1979–80,,today,https://www.publics-arts.ch/files/original/3a4ab37e7714f15d431281f922b6136e3b6616df.jpg,"Yvonne Schweizer, 2023",,,,,,
Schang Hutter,Vertschaupet,vertschaupet_1980,1980,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/c7b8c72637b913befa2660511b433f35d1f1b022.jpg,"Yvonne Schweizer, 2023","Place de la Gare / Bahnhofsplatz, 2502 Bienne / Biel",47.13329,7.243196,"Devant le NMB Nouveau Musée Bienne / Vor dem NMB Neues Museum Biel, Faubourg du Lac / Seevorstadt 52, 2501 Bienne / Biel",47.139111,7.242028
,,vertschaupet_1980,1980,,hist,https://www.publics-arts.ch/files/original/90a2ff5e3abffdd794c86324a9edb36c369c8fb7.jpeg,"Jeanne Chevalier, 1980",,,,,47.139111,7.242028
,,vertschaupet_1980,1980,,today,https://www.publics-arts.ch/files/original/f39ce63915ff432a22dcb705a0ec731c0a818683.jpg,"Yvonne Schweizer, 2023",,,,,,
Angel Duarte,E 1,e-1_1963,1963–70,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/c2ec93c5e2c3121df40968eee8ad3d33de2fb41c.jpeg,"Christopher Kilchenmann, 2023","Jardin de la groupe Swatch / Gartenanlage der Swatch Group, Faubourg du Lac / Seevorstadt 6, 2502 Bienne / Biel",47.135638,7.236073,"Jardin de la groupe Swatch / Gartenanlage der Swatch Group, Faubourg du Lac / Seevorstadt 6, 2502 Bienne / Biel",47.135638,7.236073
,,e-1_1963,1963–70,,hist,https://www.publics-arts.ch/files/original/5664da979a432a868c18a2288deb06473d8d91a1.jpeg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.135638,7.236073
,,e-1_1963,1963–70,,today,https://www.publics-arts.ch/files/original/b7e8b36060acbe16bad4d202d599455e7e8e14c0.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,e-1_1963,1963–70,,today,https://www.publics-arts.ch/files/original/3a7b016060198edbff745fc2e75f55a49ea0fb27.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Peter Kunz,Findlingskopf,findlingskopf_1975,1975,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/601c1b42c7d9a2f9c337231b1ab3372cdf16dce9.jpeg,"Christopher Kilchenmann, 2023","Embouchure de la Suze sur la Place du Joran / Schüssmündung am Joranplatz, 2502 Bienne / Biel",47.1321309927446,7.23465133995305,"Chemin de Seefels / Seefelsweg, devant / vor Swatch Group, 2502 Bienne / Biel",47.13518,7.236824
,,findlingskopf_1975,1975,,hist,https://www.publics-arts.ch/files/original/9e67f1ef5f6e49a93bfae1fdbcfd1bf3745f3d11.jpeg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.13518,7.236824
,,findlingskopf_1975,1975,,today,https://www.publics-arts.ch/files/original/afca6a4ab770ccd2c149945c79e8c171cebc23d9.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,findlingskopf_1975,1975,,today,https://www.publics-arts.ch/files/original/e2f7a35a174ceab0de2b74e81cc658cd14c2f2ba.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Oskar Wiggli,Eisenplastik III (66C),eisenplastik-iii-66c_1974,1974–75,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/1875ed65f09eac45ad8c0d6d00dcbcb2dbb88f50.jpg,"Ana Pereira, 2023","Grand Rue 2, 2520 La Neuveville",47.06327597689737,7.091657278270743,"Terrasse de l'eglise / Kirchterrasse, rue Basse / Untergasse 17, 2502 Bienne / Biel",47.14121,7.246641
,,eisenplastik-iii-66c_1974,1974–75,,hist,https://www.publics-arts.ch/files/original/e6edbb76c1a910da08407088799eef470a4906b1.jpg,"Archives / Archiv Märki-Travaglini, 1975",,,,,47.14121,7.246641
,,eisenplastik-iii-66c_1974,1974–75,,hist,https://www.publics-arts.ch/files/original/bcbb873fe7fe7e78219236638db93ce4e57bc6c1.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,eisenplastik-iii-66c_1974,1974–75,,hist,https://www.publics-arts.ch/files/original/04d5bfc8194fc701803536496b7ab1c9aef9f93f.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Henri Presset,Figure Xa,figure-xa_1975,1975,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/e0164f3ed6cd27f53bf5df0692d6b641a02425fe.tif,"ETH-Bibliothek Zürich, Kunstinventar (CC BY-SA 4.0)","ETH Hönggerberg, Bâtiment / Gebäude HPP, 8049 Zurich / Zürich",47.407938,8.510396,"Promenade de la Suze / Schüsspromenade, 2502 Bienne / Biel",47.136784,7.240973
,,figure-xa_1975,1975,,hist,https://www.publics-arts.ch/files/original/c624b4f4cdd92ab7eb4a1eb485a609eac42015fc.jpg,"Jeanne Chevalier, 1975",,,,,47.136784,7.240973
Walter Linck,Vegetativ III,vegetativ-iii_1958,1958,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/7699048fe5f6b3b9c9a854ee263217ec5e0855a8.jpeg,"Christopher Kilchenmann, 2023","Chapelle du cimetière de Bremgarten, Berne / Kapelle des Bremgartenfriedhof, Bern",46.95008517823468,7.4238084692777315,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143529,7.252224
,,vegetativ-iii_1958,1958,,hist,https://www.publics-arts.ch/files/original/36a0c8f0daa23755b585f4780025d514b4fc41c1.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143529,7.252224
Ödön Koch,Sculpture,sculpture_1960,1960–61,"ESS-SPA 3, 1962",today,https://www.publics-arts.ch/files/original/1374e8bc1f3deb94891df54fb82f599525282e28.jpeg,"Christopher Kilchenmann, 2023","Prés-de-la-Rive / Strandboden, rue du Débarcadère / Ländtestrasse 4, 2503 Bienne / Biel",47.134088,7.233186,"Prés-de-la-Rive / Strandboden, rue du Débarcadère / Ländtestrasse 4, 2503 Bienne / Biel",47.134088,7.233186
,,sculpture_1960,1960–61,,hist,https://www.publics-arts.ch/files/original/3212279493751be7258d27d2bb6190c782bda4ab.jpeg,"Fonds Jacques Thévoz, 1962, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.134088,7.233186
,,sculpture_1960,1960–61,,today,https://www.publics-arts.ch/files/original/76b90af722c59d2153f9bbc7d5b84dfd21d061a3.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,sculpture_1960,1960–61,,today,https://www.publics-arts.ch/files/original/94ef9fe0931c8512fa3e5dfe51077b89e4a107be.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,sculpture_1960,1960–61,,today,https://www.publics-arts.ch/files/original/47d2b75c6b4765716e91a0abdf41026ddaf8d07f.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Ursula Malbin,Femme au poisson,femme-au-poisson_1956,1956,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/a0527a52dd23fa148d8891b8c5f2e70459c6f768.jpg,"Rama (via Wikimedia Commons, CC BY-SA 3.0 FR)","Parc des Cropettes, rue Elisabeth-Baulacre, 1202 Genève / Genf",46.212767,6.140196,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143611129169315,7.252429752338304
,,femme-au-poisson_1956,1956,,hist,https://www.publics-arts.ch/files/original/d4391832fe23099966279b94c2ad0cbfc7c1331e.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143611129169315,7.252429752338304
,,femme-au-poisson_1956,1956,,today,https://www.publics-arts.ch/files/original/757e53fbe173c1946d6fc0899aaaeb818bfc7c09.jpg,"Rama (via Wikimedia Commons, CC BY-SA 3.0 FR)",,,,,,
André Gigon,Grand objet,grand-objet_1958,1958,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/89449b3931734d0f40c91b283d408dd6ce15cf50.jpg,"MHM55, 2024 (via Wikimedia Commons, CC BY-SA 4.0)","Bâtiments administratifs / Verwaltungsgebäude, Place Chauderon, Lausanne",46.523411,6.625237,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143529,7.252224
,,grand-objet_1958,1958,,hist,https://www.publics-arts.ch/files/original/f0d23b51552061575350a87d86b597e359451263.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143529,7.252224
Hans Aeschbacher,Figur I,figur-i_1955,1955,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/4c01a8d2d20111044ea765b32076b4d8cd151552.jpeg,"Christopher Kilchenmann, 2023","Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143314,7.252216,,47.143314,7.252216
,,figur-i_1955,1955,,hist,https://www.publics-arts.ch/files/original/cdd91c3a0c7e701d9bdc8192bf697133f488c212.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143314,7.252216
,,figur-i_1955,1955,,today,https://www.publics-arts.ch/files/original/bc47cd6b7a31aa6d2b1f11592ee0a863573bed14.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,figur-i_1955,1955,,hist,https://www.publics-arts.ch/files/original/cdd91c3a0c7e701d9bdc8192bf697133f488c212.jpeg,"Inconnu / Unbekannt, 1958, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,figur-i_1955,1955,,today,https://www.publics-arts.ch/files/original/792aae838a396a46dcd2aac4812c15eafac34290.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,figur-i_1955,1955,,today,https://www.publics-arts.ch/files/original/216292c5e17697afc67d02e1bdfd4e8c63172f56.jpeg,"Christopher Kilchenmann, 2023",,,,,,
"Rehmann, Erwin",Kugelraum mit Strahlenkern,kugelraum-mit-strahlenkern_1958,1958,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/4b1b47b1738827401f83786aa1a7761ece500220.jpg,"Yvonne Schweizer, 2023","Hôpital cantonal d'Aarau / Kantonsspital Aarau, Tellstrasse 25, Aarau",47.388638254608914,8.060293222014815,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143529,7.252224
,,kugelraum-mit-strahlenkern_1958,1958,,hist,https://www.publics-arts.ch/files/original/526fb7cdfe6c95262c3ecf9dbfc3a2c2347612f4.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143529,7.252224
,,kugelraum-mit-strahlenkern_1958,1958,,today,https://www.publics-arts.ch/files/original/19267b9b23fdbdcf2e9be4495dd43e83d7d4f46f.jpg,"Yvonne Schweizer, 2023",,,,,,
,,kugelraum-mit-strahlenkern_1958,1958,,today,https://www.publics-arts.ch/files/original/fd9e11f3940c61e26d5036c8d075593bd8b0389a.jpg,"Yvonne Schweizer, 2023",,,,,,
Franz Eggenschwiler,Dreibeiniger Mondaffe,dreibeiniger-mondaffe_1979,1979–80,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/c1763dbc1fa482d9f14360545330366467eca25e.jpg,"Lea Lüscher & Stella Paloma Hammes, 2023","École professionnelle d'Olten / Berufsschule Olten, Aarauerstrasse 30, 4600 Olten",47.347667,7.909632,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.132281,7.233656
,,dreibeiniger-mondaffe_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/4b3ff94981d1f08b88ba558eaf4d6a6d45ad48ef.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.132281,7.233656
,,dreibeiniger-mondaffe_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/55a448c3672d9d07eaa1c61c3851e2f7241231f4.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Albert Siegenthaler & Gillian White,Südtor / Paradise Lost,suedtor-paradise-lost_1979,1979–80,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/9076ed202f32f84c4e039ecf7eab302f8cbe6e84.jpg,"Yvonne Schweizer, 2023","Jardin de la mairie d'Aarau / Rathausgarten Aarau, 5000 Aarau",47.388626,8.045955,"Prés-de-la-Rive, prairie derrière le Gymnase Bienne-Seeland / Strandboden, Wiese hinter Gymnasium Biel-Seeland, rue du Débarcadère / Ländtestrasse 10, 2503 Bienne / Biel",47.133638,7.234357
,,suedtor-paradise-lost_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/e0e78a8888600034319b098e28cfd976d810e561.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.133638,7.234357
,,suedtor-paradise-lost_1979,1979–80,,today,https://www.publics-arts.ch/files/original/a7ba7443273dd2a202ec32cf7d29c6629fffab94.jpg,"Yvonne Schweizer, 2023",,,,,,
,,suedtor-paradise-lost_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/c2df02929256052c07f4b89e91b3436494be80ba.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,suedtor-paradise-lost_1979,1979–80,,today,https://www.publics-arts.ch/files/original/e2aff98f08ebe914faf9ce498b82e66cc10d70c9.jpg,"Yvonne Schweizer, 2023",,,,,,
,,suedtor-paradise-lost_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/37952d9b7d5f7c8a28f75fb8f20b9b349f4c57d9.jpg,"Jeanne Chevalier, 1980",,,,,,
Willy Wimpfheimer,Figur VII,figur-vii_1986,1986,"ESS-SPA 8, 1986",today,https://www.publics-arts.ch/files/original/0623d0b1772df8fbc5fb91bb2f88897c5004589a.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen","Parc des sculptures Ennetbürgen / SPE Skulpturenpark, Ennetbürgerstrasse, 6370 Stans",46.966655,8.383887,"Centre-ville de Bienne / Bieler Innenstadt, rue du Nidau / Nidaugasse 62, 2502 Bienne / Biel",47.137912,7.2467
,,figur-vii_1986,1986,,hist,https://www.publics-arts.ch/files/original/cf2b84b57bcf7a52385776a7273e2db174c8f894.jpeg,"Jeanne Chevalier, 1986",,,,,47.137912,7.2467
,,figur-vii_1986,1986,,today,https://www.publics-arts.ch/files/original/42800f0055063e4e267ea6618ced107d6783b5e3.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen",,,,,,
,,figur-vii_1986,1986,,today,https://www.publics-arts.ch/files/original/8275d23182c97ab73457f760a10bfe8070b552ec.jpg,"Kilian Bannwart, 2023 / SPE Skulpturenpark Ennetbürgen",,,,,,
Kurt Sigrist,Zwei Einsiedeleien,zwei-einsiedeleien_1986,1986,"ESS-SPA 8, 1986",today,https://www.publics-arts.ch/files/original/333ba2178061ad57acd9f8386845011e5d8f527e.tiff,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023","Parcours culturel / Kulturweg Limmat, place de grill Kurt Sigrist / Grillplatz Kurt Sigrist, Webermühle 18, 5432 Neuenhof",47.459711286453754,8.310642412202194,"Rue de Flore / Florastrasse, 2502 Bienne / Biel",47.138405,7.247154
,,zwei-einsiedeleien_1986,1986,,hist,https://www.publics-arts.ch/files/original/d16c11538e945e217ba2822ca3db53ded241ffe9.jpeg,"Jeanne Chevalier, 1986",,,,,47.138405,7.247154
,,zwei-einsiedeleien_1986,1986,,today,https://www.publics-arts.ch/files/original/2948e908ba602d361c87bc0d1e73bee008686605.jpg,"Kurt Sigrist, 2011 (via Wikimedia Commons, CC BY-SA 3.0)",,,,,,
,,zwei-einsiedeleien_1986,1986,,today,https://www.publics-arts.ch/files/original/2ef883beddc487a4aaf381a2a852a4cc5612ca33.jpg,"Kurt Sigrist, 2011 (via Wikimedia Commons, CC BY-SA 3.0)",,,,,,
Santiago Calatrava,Säulen,saeulen_1986,1986,"ESS-SPA 8, 1986",today,https://www.publics-arts.ch/files/original/d2f795778967f691c436dfeb6dfd656b33242b59.png,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023","Gare de Stadelhofen / Bahnhof Stadelhofen, 8001 Zurich / Zürich",47.36671,8.548545,"Rue de l'Union / Unionsgasse, 2501 Bienne / Biel",47.139614,7.244347
,,saeulen_1986,1986,,hist,https://www.publics-arts.ch/files/original/1ab35d327b0cd84f9ae370e659d2be077598e815.jpg,"Archives / Archiv Märki-Travaglini, 1986",,,,,47.139614,7.244347
,,saeulen_1986,1986,,today,https://www.publics-arts.ch/files/original/b99cf3db5d74dd0a806a8c56d3432d313cecf30f.png,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023",,,,,,
,,saeulen_1986,1986,,today,https://www.publics-arts.ch/files/original/449e3f1605302b4b5b9ba9462561fef9c049fd88.png,"Fjolla Lajqi, Nadine Sisti, Samira Kurt, 2023",,,,,,
Carl Bucher,Baalbek,baalbek_1977,1977,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/c2a57b16d12b4a54d71befa5f87f20bb318a7bb8.jpg,"Gerardus, 2008 (via Wikimedia Commons, Public Domain)","Devant la mairie / Vor dem Rathaus, Eduard-Weitsch-Weg, 45768 Marl, Allemagne / Deutschland",51.656572,7.09437,"Angle Faubourg du Lac et Promenade de la Suze / Ecke Seevorstadt und Schüsspromenade, 2502 Bienne / Biel",47.139242,7.241791
,,baalbek_1977,1977,,hist,https://www.publics-arts.ch/files/original/1a3d60e4d72be227a78c094d6fe44d0ae3d63a78.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.139242,7.241791
Robert Lienhard,Cerf volant,cerf-volant_1957,1957,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/022f19673837fad9d3575d4e9b08120f7e6a440c.jpg,"EinDao, 2024 (via Wikimedia Commons, CC BY-SA 4.0)","École Hohfurri / Schulhaus Hohfurri, 8408 Winterthour / Winterthur",47.50833206713659,8.696634510606529,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143529,7.252224
,,cerf-volant_1957,1957,,hist,https://www.publics-arts.ch/files/original/48665712c967490802591a1ffef9c6e38e4db3d5.jpeg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.143529,7.252224
Remo Rossi,Toro,toro_1953,1953,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/c12536bb89342efcb9b5e4935979825a26436ce3.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)","En face de l'Office de l'agriculture et de la nature / Gegenüber des Amts für Landwirtschaft und Natur, Molkereistrasse 23, 3052 Zollikofen",46.993249,7.459737,,47.143898,7.251845
,,toro_1953,1953,,hist,https://www.publics-arts.ch/files/original/aecece448a8264aed1e47c81cb9d35ccf0e30043.tif,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_704-2-1, 1954",,,,,47.143898,7.251845
,,toro_1953,1953,,today,https://www.publics-arts.ch/files/original/486a655be13311f3fe3267b6c34c01dbb44a47ff.jpg,"Gingko, 2011 (via Wikimedia Commons, CC BY 3.0)",,,,,,
,,toro_1953,1953,,today,https://www.publics-arts.ch/files/original/9d052184192000e8c55469e44c843cb73d715cae.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)",,,,,,
,,toro_1953,1953,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/d76230b9c5e16e644116b05a27b01e23efd2e55c.jpg,"Marco Del Torchio 95, 2024 (via Wikimedia Commons, CC0 1.0 Universal)","Giardino Rusca, 6600 Locarno",46.16969378177144,8.800255586539567,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143898,7.251845
,,toro_1953,1953,,hist,https://www.publics-arts.ch/files/original/aecece448a8264aed1e47c81cb9d35ccf0e30043.tif,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_704-2-1, 1954",,,,,47.143898,7.251845
Paul Bianchi,Guépard II,guepard-ii_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/37e2bd83e320d8b6b268b34cfc37a8278342b916.jpg,"Rama, 2023 (via Wikimedia Commons, CC BY-SA 3.0 FR)","Parc Malagnou / Park Malagnou, 1208 Genève / Genf",46.19895885480339,6.158503808679145,,47.14358261171352,7.252427290601457
