artist,title,id,year,expo,hist-today,img_url,img_credits,place_today,lat_today,lon_today,place_hist,lat_hist,lon_hist
,,guepard-ii_1954,1954,,hist,https://www.publics-arts.ch/files/original/33c94274f26410e0819f3acbe59f0717c77498d0.jpg,"© Foto Schmid, 1954",,,,,47.14358261171352,7.252427290601457
Angel Duarte,E 1,e-1_1963,1963–70,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/c2ec93c5e2c3121df40968eee8ad3d33de2fb41c.jpeg,"Christopher Kilchenmann, 2023","Jardin de la groupe Swatch / Gartenanlage Swatch Group, Faubourg du Lac / Seevorstadt 6, 2502 Bienne / Biel",47.135638,7.236073,"Jardin de la groupe Swatch / Gartenanlage Swatch Group, Faubourg du Lac / Seevorstadt 6, 2502 Bienne / Biel",47.135638,7.236073
,,e-1_1963,1963–70,,hist,https://www.publics-arts.ch/files/original/5664da979a432a868c18a2288deb06473d8d91a1.jpeg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.135638,7.236073
,,e-1_1963,1963–70,,today,https://www.publics-arts.ch/files/original/b7e8b36060acbe16bad4d202d599455e7e8e14c0.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,e-1_1963,1963–70,,today,https://www.publics-arts.ch/files/original/3a7b016060198edbff745fc2e75f55a49ea0fb27.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Raffael Benazzi,Figur 1446,figur-1446_1968,1968,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/381c5a40ad991f58724c5c1e07b88b80055dbc69.jpeg,"Christopher Kilchenmann, 2023","École du Sahligut / Schulhaus Sahligut, chemin du Chasseur / Jägerweg 1, 2504 Bienne / Biel",47.14616767506378,7.276026374854562,"Parvis du Palais des Congrès / Vorplatz des Kongresshauses, 2501 Bienne / Biel",47.13493870112198,7.2479420208290986
,,figur-1446_1968,1968,,hist,https://www.publics-arts.ch/files/original/c7df7acb7f69efef8bd6c3c4e3cd2eb371d336f8.png,"Source / Quelle: Journal du Jura, 8. Juli 1970, p. / S. 2",,,,,47.13493870112198,7.2479420208290986
Alma Rossini,Jeu d'eau,jeu-deau_1969,1969,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/1a4da261a66b81f7cb4ec534be76257091590782.jpeg,"Christopher Kilchenmann, 2023","Rue de l'Argent / Silbergasse 30, 2502 Bienne / Biel",47.134365,7.248316,"Á côté du Palais de Congrès / Neben dem Kongresshaus, rue Centrale / Zentralstrasse 60, 2501 Bienne / Biel",47.13495378548712,7.247954712468487
,,jeu-deau_1969,1969,,hist,https://www.publics-arts.ch/files/original/4341ec170d648538d883105f20fcce033817cfa2.png,"Quelle / Source: L'Express, 22. Juni 1970, p. / S. 11",,,,,47.13495378548712,7.247954712468487
,,jeu-deau_1969,1969,,today,https://www.publics-arts.ch/files/original/e842dc53e2cb00c5d1621b2a07b80a5ce5b30bdd.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,jeu-deau_1969,1969,,today,https://www.publics-arts.ch/files/original/39216c44b8d8b8e449cc59bfdf15360dd79e9289.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,jeu-deau_1969,1969,,today,https://www.publics-arts.ch/files/original/17bb297848fae6d54f19d9447dc778d285cf1f3c.jpg,"Andreas Mathys, 2023",,,,,,
Heinz Fiorese,Ballspieler,ballspieler_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/b6799cc73a4bd27f4804fa2ae3217af582710a14.jpg,"EinDao, 2020 (via Wikimedia Commons, CC BY-SA 4.0)","Parc Dreirosen / Dreirosenanlage, 4057 Bâle / Basel",47.570396,7.589514,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143573768298296,7.252431832438827
,,ballspieler_1954,1954,,hist,https://www.publics-arts.ch/files/original/3fe7d37ee4c860bad5df65efa69ac18ecdc8bd84.jpg,"Inconnu / Unbekannt, 1954",,,,,47.143573768298296,7.252431832438827
Albert Schilling,Demeter Erinys,demeter-erinys_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/aba165e9b491d351b15f2042c8c4af74a4f07479.jpg,"EinDao, 2018 (via Wikimedia Commons, CC BY-SA 4.0)","Trotte Arlesheim, entrée du jardin de paysan et de l'ancien cimetière / Eingang zum Bauerngarten und Alten Friedhof, 4144 Arlesheim",47.49395,7.622284,,47.143573768298296,7.252431832438827
,,demeter-erinys_1954,1954,,hist,https://www.publics-arts.ch/files/original/ec1a968c0d4706dba097893c72ce27c2359bb1d8.jpg,"Inconnu / Unbekannt, 1954",,,,,47.143573768298296,7.252431832438827
,,demeter-erinys_1954,1954,,today,https://www.publics-arts.ch/files/original/1a9fce5d2d5fb6e5b86e259fa228446b47813599.jpg,"EinDao, 2019 (via Wikimedia Commons, CC BY-SA 4.0)",,,,,,
Jakob Probst,Seiltänzerin,seiltaenzerin_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/28f4ac4eb2efb2547820eef329079dd0626dad26.jpg,"Rolf Wirz, 2019","FHNW Brugg-Windisch, 2510 Windisch",47.47957,8.213858,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14360483512663,7.252429401596273
,,seiltaenzerin_1954,1954,,hist,https://www.publics-arts.ch/files/original/fba5679be9632e30b641ce2f195bc3101e8e06d6.jpg,"Inconnu / Unbekannt, 1954",,,,,47.14360483512663,7.252429401596273
,,seiltaenzerin_1954,1954,,today,https://www.publics-arts.ch/files/original/a9a697d26b485ba09e99e508840d3310e5e8ec64.jpg,"Rolf Wirz, 2019",,,,,,
,,seiltaenzerin_1954,1954,,today,https://www.publics-arts.ch/files/original/5728b00648fb1b1fdc8db0cbe58b1621f13f95b5.jpg,"Rolf Wirz, 2019",,,,,,
Jakob Probst,Erwachen,erwachen_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/4b03984278ae1d2067b037c86caf0426a9af07de.jpg,"Rolf Wirz, 2011","Jardin de l'hôtel de ville / Rathausgarten, 5000 Aarau & Hôpital cantonal de Liestal / Kantonsspital Liestal",47.38890039002489,8.045602850675767,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14360483512663,7.252429401596273
,,erwachen_1954,1954,,hist,https://www.publics-arts.ch/files/original/fba5679be9632e30b641ce2f195bc3101e8e06d6.jpg,"Inconnu / Unbekannt, 1954",,,,,47.14360483512663,7.252429401596273
,,erwachen_1954,1954,,today,https://www.publics-arts.ch/files/original/39a5fd49cb05589bd5a908e4f825fdac431f0034.jpg,"Rolf Wirz, 2011",,,,,,
,,erwachen_1954,1954,,hist,https://www.publics-arts.ch/files/original/f55cecf85aa3fe68f17f948c89f31aee3c56d2c1.tif,"Comet Photo AG, 1954, Com_M03-0221-0005, Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv / Public Domain Mark",,,,,,
,,erwachen_1954,1954,,today,https://www.publics-arts.ch/files/original/063a3c5567214b0890fb7abfb9e1786f4fec894e.jpg,"EinDao, 2019 (via Wikimedia Commons,CC-BY SA 4.0)",,,,,,
Hans Arthur Balmer,Die Baumfee und ihre Tänzerin,die-baumfee-und-ihre-taenzerin_1978,1978,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/70e32c29db2bbc08efe336ec2cb49513ca06619e.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)",3052 Zollikofen,46.99827973020614,7.4511334689635085,"Promenade de la Suze / Schüsspromenade, 2502 Bienne / Biel",47.137478,7.24118
,,die-baumfee-und-ihre-taenzerin_1978,1978,,hist,https://www.publics-arts.ch/files/original/9d8e1db2a33e8a53ef31fe854c709537aff272bf.jpg,"Jeanne Chevalier, 1980",,,,,47.137478,7.24118
,,die-baumfee-und-ihre-taenzerin_1978,1978,,today,https://www.publics-arts.ch/files/original/033e22887eb46156eb12af7ad55702b94c0c0103.jpg,"AnBuKu, 2020 (via Wikimedia Commons, CC BY-SA 4.0)",,,,,,
Walter Linck,Piano rhythmique,piano-rhythmique_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/0595c686e35b15662b1bcb9195d3093d112f29ef.jpg,"AnBuKu, 2019 (via Wikimedia Commons, Attribution)","Hôpital Tiefenau / Tiefenauspital, Tiefenaustrasse 112, 3004 Berne / Bern",46.975155,7.453343,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14360483512663,7.252429401596273
,,piano-rhythmique_1954,1954,,hist,https://www.publics-arts.ch/files/original/0402554375d57397a484c70a15cec22265ed1c20.jpg,"Christian Staub, 1954 ©  Fotostiftung Schweiz",,,,,47.14360483512663,7.252429401596273
,,piano-rhythmique_1954,1954,,today,https://www.publics-arts.ch/files/original/adeec3225b359fdbdb2a3304ab3a1294b617f686.jpg,"AnBuKu, 2019 (via Wikimedia Commons, Attribution)",,,,,,
Franz Fischer,Redner,redner_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/b63ea58ecefaa3b6c3bd9d3f6c9624f0ce37e680.jpeg,"Ville de Bienne, Service de la Culture / Stadt Biel, Dienststelle für Kultur","Maison Bloesch / Bloeschhaus, Pont-du-Moulin / Mühlebrücke 5, 2502 Bienne / Biel",47.140524926763945,7.24392033019428,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143529,7.252224
,,redner_1954,1954,,hist,https://www.publics-arts.ch/files/original/2880161270d8ebbc79ba02b6f40ae9fb219e22f2.tif,"Archives municipales Bienne / Stadtarchiv Biel, Collection de photographies de la police / Polizeifotosammlung, N_701-1-1, 1954",,,,,47.143529,7.252224
Hans Aeschbacher,Stier,stier_1947,1947,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/4b2b03f4c0846b71e49e7dbf5a66660f7444ac7b.jpg,"Aliman5040, 2009 (via Wikimedia Commons, Attribution)","Prés-de-la-rive / Strandboden, 2503 Bienne / Biel",47.133916,7.232532,,47.14360483512663,7.252429401596273
,,stier_1947,1947,,hist,https://www.publics-arts.ch/files/original/8815470702a97ba7ce509bf1cbce533403d7fd5d.jpg,"Christian Staub, 1954 © Fotostiftung Schweiz; Source / Quelle: Marcel Joray, Schweizer Plastik der Gegenwart, Neuchâtel: Éditions du Griffon 1955, Cat. / Kat. 98",,,,,47.14360483512663,7.252429401596273
Willy Müller-Brittnau & Albert Siegenthaler,Drei Rahmen,drei-rahmen_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/46ce9d3cfbf4d58714014d668e538878f0a5a5e7.jpg,"Yvonne Schweizer, 2023","Site de l'hôpital cantonal d'Aarau / Areal des Kantonsspital Aarau, 5001 Aarau",47.389692,8.056999,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.133187,7.236545
,,drei-rahmen_1970,1970,,hist,https://www.publics-arts.ch/files/original/972e3571b0ce3e250d1407c3c1ce15fcf6e03182.jpg,"Archives / Archiv Märki-Travaglini, 1970",,,,,47.133187,7.236545
,,drei-rahmen_1970,1970,,today,https://www.publics-arts.ch/files/original/47c249d99bdae6ab72628a7b967bbe3bcf79cd40.jpg,"Yvonne Schweizer, 2023",,,,,,
,,drei-rahmen_1970,1970,,today,https://www.publics-arts.ch/files/original/86a3d17cd1894602d9ff0cefc0586517b51e5b6a.jpg,"Yvonne Schweizer, 2023",,,,,,
René Küng,Grosse Mondleiter,grosse-mondleiter_1979,1979–80,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/cba1ac2ba3391da7f5f9fde3b3e5a91372799d48.jpg,"Nicolas Gränacher, 2024","Parvis du théâtre de Bâle / Vorplatz des Theater Basel, Theaterstrasse 7, 4051 Bâle / Basel",47.55327,7.590159,"Faubourg du Lac / Seevorstadt, près du Musée Schwab / beim Museum Schwab, 2502 Bienne / Biel",47.138741,7.241091
,,grosse-mondleiter_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/6744d9fa5457a4fca0eb399444024b2db9ef0943.jpeg,"Inconnu / Unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.138741,7.241091
,,grosse-mondleiter_1979,1979–80,,today,https://www.publics-arts.ch/files/original/aa2ba8ab37cf5de93410b3dadbfc44e3e6539804.jpg,"Nicolas Gränacher, 2024",,,,,,
,,grosse-mondleiter_1979,1979–80,,hist,https://www.publics-arts.ch/files/original/298f2cbb68c44871f9edef08b8987288e60707e3.jpeg,"Jeanne Chevalier, 1980",,,,,,
Erwin Rehmann,Organismus,organismus_1952,1952,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/bf354e9092f39180388319f823ae7a0b0723b4db.jpg,Matthias Bill / © Bundesamt für Kultur BAK,"Collection d'art fédérale / Bundeskunstsammlung, 3000 Berne / Bern",46.9420961529343,7.449543353974315,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14360483512663,7.252429401596273
,,organismus_1952,1952,,hist,https://www.publics-arts.ch/files/original/023d54edb4ba7ade8d9320593d6639d24d9cc327.tif,"Comet Photo AG, 1954, Com_M03-0221-0004, Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv / Public Domain Mark",,,,,47.14360483512663,7.252429401596273
Bernhard Luginbühl,Matrose,matrose_1978,1978,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/f090e2049747ec2e8bfa7ed92b1acfe41e457b96.jpg,"Yvonne Schweizer, 2024","Parc des sculptures Fondation Bernhard Luginbühl / Skulpturenpark Bernhard Luginbühl Stiftung, 3324 Mötschwil",47.049240398041555,7.567726197616105,"Parvis du Gymnase Bienne-Seeland / Vorplatz des Gymnasium Biel-Seeland, rue du Débarcadère / Ländtestrasse 10, 2503 Bienne / Biel",47.132935,7.235685
,,matrose_1978,1978,,hist,https://www.publics-arts.ch/files/original/58ebf9299eaff9c549f8d8717706e533a72a2868.jpeg,"Jeanne Chevalier, 1980",,,,,47.132935,7.235685
,,matrose_1978,1978,,today,https://www.publics-arts.ch/files/original/30812f3f1e2419b026aa8d4c13a1d7f4973208b9.jpg,"Yvonne Schweizer, 2024",,,,,,
Bernhard Luginbühl,Atlas,atlas_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/cbf9183f57fcdacf83dc5e92e4b31a5216cdaea4.jpg,"Yvonne Schweizer, 2024","Parc des sculptures Fondation Bernhard Luginbühl / Skulpturenpark Bernhard Luginbühl Stiftung, 3324 Mötschwil",47.049269,7.566906,"Prés-de-la-Rive / Strandboden, rue du Débarcadère / Ländtestrasse, 2503 Bienne / Biel",47.13419,7.2324
,,atlas_1970,1970,,hist,https://www.publics-arts.ch/files/original/e6eec06cdcae3c7f305547bbce50e5382d4b4629.tif,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv",,,,,47.13419,7.2324
,,atlas_1970,1970,,today,https://www.publics-arts.ch/files/original/7d6516c753d158550f66cb6fda69f3d18c916436.jpg,"Yvonne Schweizer, 2024",,,,,,
,,atlas_1970,1970,,hist,https://www.publics-arts.ch/files/original/cc92c91453a9aec5548abcb0d2247afcd9e990e3.tif,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv",,,,,,
,,atlas_1970,1970,,today,https://www.publics-arts.ch/files/original/b5c4042c0ef3b094682a367e733fd16b48c1ce75.jpg,"Yvonne Schweizer, 2024",,,,,,
,,atlas_1970,1970,,hist,https://www.publics-arts.ch/files/original/f1234bbd0f2d0d09ad44d3f60687571d1ea9b19c.tif,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv",,,,,,
Bernhard Luginbühl,Grosser Boss,grosser-boss_1972,1972–75,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/75225e7f336db9061deba2350ca7329c5749d9d6.jpg,"Yvonne Schweizer, 2024","Parc des sculptures Fondation Bernhard Luginbühl / Skulpturenpark Bernhard Luginbühl Stiftung, 3324 Mötschwil",47.049269,7.566906,"Á l'angle de la Promenade de la Suze et du Faubourg du Lac / Ecke Schüsspromenade zu Seevorstadt, 2502 Bienne / Biel",47.13913,7.241804
,,grosser-boss_1972,1972–75,,hist,https://www.publics-arts.ch/files/original/ad9144a689d3333385a4e59d469c6d5d7168575b.jpg,"Jeanne Chevalier, 1975 © Fondation Bernhard Luginbühl / Bernhard Luginbühl Stiftung",,,,,47.13913,7.241804
,,grosser-boss_1972,1972–75,,today,https://www.publics-arts.ch/files/original/02a16bd379bf2ec7e6fe85d737892d4bd9270f42.jpg,"Yvonne Schweizer, 2024",,,,,,
,,grosser-boss_1972,1972–75,,today,https://www.publics-arts.ch/files/original/3349e85d1c7b2223375a621520229c23019af40e.jpg,"Yvonne Schweizer, 2024",,,,,,
Silvio Mattioli,Komposition,komposition_1968,1968–69,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/006075a714bb611ee1f849051a37e2364b435a09.jpg,"JoachimKohlerBremen, 2016 (via Wikimedia Commons, CC BY-SA 4.0)","Parc de l'assurance AXA / Park der AXA Versicherung, Römerstrasse 17, 8400 Winterthur",47.500703,8.735472,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.133809,7.232817
,,komposition_1968,1968–69,,hist,https://www.publics-arts.ch/files/original/92662634b406f815187a9d8131703e4f946bc219.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.133809,7.232817
,,komposition_1968,1968–69,,hist,https://www.publics-arts.ch/files/original/bcd83e8c100138631ed8d45342ed6eeb2f2812be.jpg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Walter Linck,Mobile II,mobile-ii_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/d62f908aa5a72306d567a6ff41a51ae7e5ec2611.png,"Seraina Peer, 2024","Cour de récréation de l'école secondaire / Pausenplatz der Sekundarschule, Schulhausstrasse 32, 3052 Zollikofen",46.99868,7.452577,"Parc du Palais des Congrès / Park des Kongresshauses, 2502 Bienne / Biel",47.13433,7.247118
,,mobile-ii_1970,1970,,hist,https://www.publics-arts.ch/files/original/3733a9bad9935cf486cca5ec1f393cb3163c2167.jpeg,"Inconnu / Unbekannt, 1970, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,47.13433,7.247118
,,mobile-ii_1970,1970,,today,https://www.publics-arts.ch/files/original/eb761021d50c256eb7fe4e1d93a7024d20d2f673.png,"Seraina Peer, 2024",,,,,,
André Ramseyer,La Vague,la-vague_1957,1957–58,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/d78242bd91f320f805a8d750be56e49e495b0356.jpeg,"Christopher Kilchenmann, 2023","École des Tilleuls / Schulhaus Linde, chemin des Cordiers / Seilerweg 64, 2503 Bienne / Biel",47.138201,7.265467,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14359654744093,7.252419653717993
,,la-vague_1957,1957–58,,hist,https://www.publics-arts.ch/files/original/9cf566cc4892f377411beac0b989244dd7b08d85.jpg,"Fonds Jacques Thévoz, 1958, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.14359654744093,7.252419653717993
,,la-vague_1957,1957–58,,today,https://www.publics-arts.ch/files/original/6ea750a6558fb8216c030494e135d57d2f077b52.jpeg,,,,,,,
,,la-vague_1957,1957–58,,today,https://www.publics-arts.ch/files/original/092f08d05b2ef517ab7a25063b0b17429cde2f3e.jpeg,,,,,,,
Henri Presset,Figure XIIa,figure-xiia_1975,1975,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/0b597d0e1f2ceda87bd8abf4e4712dc90866398d.jpg,"Rama, 2022/23 (via Wikimedia Commons, CC BY-SA 4.0, MHM55)","Jetée des Pâquis, 1201 Genève / Genf",46.211405,6.152945,"Promenade de la Suze / Schüsspromenade, 2502 Biel / Bienne",47.136575,7.24089
,,figure-xiia_1975,1975,,hist,https://www.publics-arts.ch/files/original/fb3103abfe834acc21daf68fd93649164762c8a7.jpg,"Source / Quelle: Jean Mohr, Gazzette de Lausanne, 20.7.1975",,,,,47.136575,7.24089
,,figure-xiia_1975,1975,,today,https://www.publics-arts.ch/files/original/e576ac21a1fc046d31d7afd0ebf2753e4b0f1259.jpg,"Rama, 2022/23 (via Wikimedia Commons, CC BY-SA 4.0, MHM55)",,,,,,
,,figure-xiia_1975,1975,,hist,https://www.publics-arts.ch/files/original/8c4b967b747c985b5d93766a59dd55fad369b2c1.jpg,"Inconnu / Unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Albert Siegenthaler,Dialogue,dialogue_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/6ee2af8ceba36d5a5beeb13931b6dac515fc6ede.png,"Seraina Peer, 2024","École Prés Walker / Schulhaus Walkermatte,  chemin du Triangle / Dreiangelweg 12, 2502 Bienne / Biel",47.144509,7.243834,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.133187,7.236545
,,dialogue_1970,1970,,hist,https://www.publics-arts.ch/files/original/383dfd6063b71f0d724edbab013d0c61008caf7a.jpg,"Archives / Archiv Märki-Travaglini, 1970",,,,,47.133187,7.236545
,,dialogue_1970,1970,,today,https://www.publics-arts.ch/files/original/0ed41001445cad0fe7db52eaf08f466e458b5e99.png,"Seraina Peer, 2024",,,,,,
,,dialogue_1970,1970,,hist,https://www.publics-arts.ch/files/original/ea0f1abda80ab9ff1f8cef8a9b50b03d45baf00c.jpeg,"Archives / Archiv Märki-Travaglini, 1970",,,,,,
,,dialogue_1970,1970,,today,https://www.publics-arts.ch/files/original/5c26c705eea5ad38fdab0898c050ee6c942fe5d9.png,"Seraina Peer, 2024",,,,,,
,,dialogue_1970,1970,,today,https://www.publics-arts.ch/files/original/abcd4d9125864fd98875d95dac44748731e5ce0c.png,"Seraina Peer, 2024",,,,,,
Bernhard Luginbühl,Grosse Aggression,grosse-aggression_1961,1961,"ESS-SPA 3, 1962",today,https://www.publics-arts.ch/files/original/51922eb5f72cd3ba2792ff8f175c700abe365045.jpeg,"Ville de Bienne, Service de la Culture / Stadt Biel, Dienststelle für Kultur","École de la Champagne / Schulhaus Champagne, allée de la Champagne / Champagneallee 1, 2502 Bienne / Biel",47.145859,7.25963,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.133169,7.232247
,,grosse-aggression_1961,1961,,hist,https://www.publics-arts.ch/files/original/4b4fa61adb98afff896bb351e05f1a19124ed52c.jpg,"Fonds Jacques Thévoz, 1962, Service des biens culturels, Fribourg / Amt für Kulturgüter, Freiburg, Fonds Recensement des biens culturels Fribourg, RBCF ",,,,,47.133169,7.232247
Ödön Koch,Zweiteilige Skulptur,zweiteilige-skulptur_1965,1965–66,"ESS-SPA 4, 1966",today,https://www.publics-arts.ch/files/original/3d719f5dd232e5248d400a2d072575837069f357.jpg,"Andreas Bachmann, 2024","Promenadenweg, 2532 Evilard-Macolin / Leubringen-Magglingen",47.139917,7.21125,"Parc du Palais des Congrès / Park des Kongresshauses, 2501 Bienne / Biel",47.13492,7.247164
,,zweiteilige-skulptur_1965,1965–66,,hist,https://www.publics-arts.ch/files/original/5ed0b0939bd4868bdca9ee873e9926869e1ae864.jpg,"Jürg Rihs, 1966",,,,,47.13492,7.247164
,,zweiteilige-skulptur_1965,1965–66,,today,https://www.publics-arts.ch/files/original/083bb811dba9e0ca6988b746a316a39991b5ff65.jpg,"Andreas Bachmann, 2024",,,,,,
,,zweiteilige-skulptur_1965,1965–66,,hist,https://www.publics-arts.ch/files/original/a05fe888d94613fdfcc9a23730f1eb0aa17beb47.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,zweiteilige-skulptur_1965,1965–66,,today,https://www.publics-arts.ch/files/original/766b0926576277d677023d568e69c7a5390f1b41.jpg,"Andreas Bachmann, 2024",,,,,,
,,zweiteilige-skulptur_1965,1965–66,,hist,https://www.publics-arts.ch/files/original/de4fa8cfde1f25e8d8fe430f67fe9d4d0365c00b.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
,,zweiteilige-skulptur_1965,1965–66,,hist,https://www.publics-arts.ch/files/original/8778b561b9a5ea4aaecd52729b6806a265bb4954.jpg,"Inconnu / Unbekannt, 1966, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel",,,,,,
Angel Duarte,E 7 G,e-7-g_1964,1964–70,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,"Piscine du Château, chemin du Château 30, 2720 Tramelan",47.227590602497465,7.1244861730644455,"Prés-de-la-Rive, au bord du lac / Strandboden am Seeufer, 2503 Bienne / Biel",47.13245,7.233271
,,e-7-g_1964,1964–70,,hist,https://www.publics-arts.ch/files/original/a15fd768181bdc304b16368629ba5d7910fcd68e.jpg,"Archives / Archiv Märki-Travaglini, 1970",,,,,47.13245,7.233271
,,e-7-g_1964,1964–70,,hist,https://www.publics-arts.ch/files/original/cd59e6684c8bc4fa688695604e8dcfe0b2cf5051.tif,"Heinz Baumann, 1970 © Bibliothèque ETH Zurich, Archives photographiques / ETH-Bibliothek Zürich, Bildarchiv",,,,,,
Walter Bodmer,Eisenplastik,eisenplastik_1954,1954,"ESS-SPA 1, 1954",today,https://www.publics-arts.ch/files/original/eb7841cfee85b5e2f0d965f55f5d2c166e5a9d56.jpg,"Christopher Kilchenmann, 2023","Ecole des Tilleuls / Schulhaus Linde, chemin des Cordiers / Seilerweg 64, 2503 Bienne / Biel",47.138154,7.264749,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.14359654744093,7.252419653717993
,,eisenplastik_1954,1954,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,47.14359654744093,7.252419653717993
,,eisenplastik_1954,1954,,today,https://www.publics-arts.ch/files/original/cf17dab87e4301696322517912c17a12de5483aa.jpg,"Christopher Kilchenmann, 2023",,,,,,
,,eisenplastik_1954,1954,,today,https://www.publics-arts.ch/files/original/0bb6c64e43e778a326543b95075e0dd703444e76.jpg,"Christopher Kilchenmann, 2023",,,,,,
,,eisenplastik_1954,1954,,today,https://www.publics-arts.ch/files/original/f9fed565be1c99dd4edbd7f4794343b688c56653.jpg,"Christopher Kilchenmann, 2023",,,,,,
,,eisenplastik_1954,1954,,today,https://www.publics-arts.ch/files/original/172290496b4292afe31c00a31a1088f1174443a3.jpg,"Christopher Kilchenmann, 2023",,,,,,
